epoch,iter,lr,total_loss
3,1490,0.0001,3.5593
3,1500,0.0001,3.2201
3,1510,0.0001,3.355
3,1520,0.0001,3.0912
3,1530,0.0001,3.4429
3,1540,0.0001,3.2885
3,1550,0.0001,3.5805
3,1560,0.0001,3.3797
3,1570,0.0001,3.1519
3,1580,0.0001,3.1746
3,1590,0.0001,3.5539
4,1600,0.0001,3.445
4,1610,0.0001,3.2857
4,1620,0.0001,3.2888
4,1630,0.0001,3.2365
4,1640,0.0001,3.4223
4,1650,0.0001,3.4032
4,1660,0.0001,3.3785
4,1670,0.0001,3.1435
4,1680,0.0001,3.2518
4,1690,0.0001,3.5069
4,1700,0.0001,3.3069
4,1710,0.0001,3.5927
4,1720,0.0001,3.2761
4,1730,0.0001,3.2518
4,1740,0.0001,3.4259
4,1750,0.0001,3.11
4,1760,0.0001,3.4041
4,1770,0.0001,3.2308
4,1780,0.0001,3.2749
4,1790,0.0001,3.3134
4,1800,0.0001,3.1606
4,1810,0.0001,3.2822
4,1820,0.0001,3.0492
4,1830,0.0001,3.0498
4,1840,0.0001,3.4687
4,1850,0.0001,3.0502
4,1860,0.0001,3.5246
4,1870,0.0001,3.3109
4,1880,0.0001,3.2526
4,1890,0.0001,3.172
4,1900,0.0001,3.5949
4,1910,0.0001,3.3516
4,1920,0.0001,3.244
4,1930,0.0001,3.3501
4,1940,0.0001,3.3964
4,1950,0.0001,3.1463
4,1960,0.0001,3.2361
4,1970,0.0001,3.1201
4,1980,0.0001,3.1593
4,1990,0.0001,3.3621
5,2000,0.0001,3.2307
5,2010,0.0001,3.2516
5,2020,0.0001,3.5819
5,2030,0.0001,3.2338
5,2040,0.0001,3.209
5,2050,0.0001,3.1532
5,2060,0.0001,3.1575
5,2070,0.0001,3.4113
5,2080,0.0001,3.2204
5,2090,0.0001,3.0642
5,2100,0.0001,3.2705
5,2110,0.0001,3.1068
5,2120,0.0001,3.1239
5,2130,0.0001,3.0711
5,2140,0.0001,2.9598
5,2150,0.0001,3.2969
5,2160,0.0001,3.1122
5,2170,0.0001,3.0359
5,2180,0.0001,3.0687
5,2190,0.0001,3.1382
5,2200,0.0001,3.1627
5,2210,0.0001,3.0053
5,2220,0.0001,3.6682
5,2230,0.0001,3.2029
5,2240,0.0001,3.3882
5,2250,0.0001,3.2352
5,2260,0.0001,3.269
5,2270,0.0001,3.5144
5,2280,0.0001,3.2978
5,2290,0.0001,3.1697
5,2300,0.0001,3.6109
5,2310,0.0001,3.5047
5,2320,0.0001,3.5704
5,2330,0.0001,3.3306
5,2340,0.0001,3.2475
5,2350,0.0001,3.2134
5,2360,0.0001,3.3037
5,2370,0.0001,3.1835
5,2380,0.0001,3.2151
5,2390,0.0001,3.2221
6,2400,0.0001,3.3012
6,2410,0.0001,3.0757
6,2420,0.0001,3.2602
6,2430,0.0001,3.1261
6,2440,0.0001,3.1385
6,2450,0.0001,3.1234
6,2460,0.0001,3.4235
6,2470,0.0001,3.1503
6,2480,0.0001,3.2531
6,2490,0.0001,3.4221
6,2500,0.0001,3.2715
6,2510,0.0001,3.1512
6,2520,0.0001,3.2239
6,2530,0.0001,2.9221
6,2540,0.0001,3.1609
6,2550,0.0001,2.8905
6,2560,0.0001,3.1847
6,2570,0.0001,3.1504
6,2580,0.0001,3.115
6,2590,0.0001,3.1436
6,2600,0.0001,3.2102
6,2610,0.0001,3.022
6,2620,0.0001,3.3956
6,2630,0.0001,3.0366
6,2640,0.0001,3.419
6,2650,0.0001,3.0509
6,2660,0.0001,3.2658
6,2670,0.0001,3.0809
6,2680,0.0001,3.4308
6,2690,0.0001,3.1518
6,2700,0.0001,3.3561
6,2710,0.0001,3.0313
6,2720,0.0001,3.1542
6,2730,0.0001,2.9549
6,2740,0.0001,2.9644
6,2750,0.0001,2.9136
6,2760,0.0001,2.9928
6,2770,0.0001,3.0832
6,2780,0.0001,3.1196
6,2790,0.0001,3.1831
7,2800,0.0001,3.1216
7,2810,0.0001,3.1082
7,2820,0.0001,3.0297
7,2830,0.0001,3.2989
7,2840,0.0001,3.4194
7,2850,0.0001,3.4154
7,2860,0.0001,3.2014
7,2870,0.0001,3.1047
7,2880,0.0001,3.0481
7,2890,0.0001,3.2878
7,2900,0.0001,2.9215
7,2910,0.0001,2.9555
7,2920,0.0001,3.1062
7,2930,0.0001,3.0197
7,2940,0.0001,3.0737
7,2950,0.0001,3.2335
7,2960,0.0001,3.0118
7,2970,0.0001,3.1552
7,2980,0.0001,3.1244
7,2990,0.0001,3.0674
7,3000,0.0001,2.9485
7,3010,0.0001,3.1596
7,3020,0.0001,3.046
7,3030,0.0001,3.2235
7,3040,0.0001,3.0587
7,3050,0.0001,2.984
7,3060,0.0001,3.0787
7,3070,0.0001,3.0573
7,3080,0.0001,3.0475
7,3090,0.0001,3.0239
7,3100,0.0001,2.9354
7,3110,0.0001,3.1627
7,3120,0.0001,2.9426
7,3130,0.0001,2.8309
7,3140,0.0001,2.9253
7,3150,0.0001,2.8347
7,3160,0.0001,3.4291
7,3170,0.0001,3.1527
7,3180,0.0001,3.3546
7,3190,0.0001,3.0646
8,3200,0.0001,3.1453
8,3210,0.0001,3.0844
8,3220,0.0001,2.8999
8,3230,0.0001,2.9359
8,3240,0.0001,3.3271
8,3250,0.0001,3.0227
8,3260,0.0001,3.2287
8,3270,0.0001,3.1339
8,3280,0.0001,3.091
8,3290,0.0001,3.0608
8,3300,0.0001,3.4053
8,3310,0.0001,3.2189
8,3320,0.0001,3.0695
8,3330,0.0001,2.8963
8,3340,0.0001,2.9545
8,3350,0.0001,3.1019
8,3360,0.0001,3.2004
8,3370,0.0001,3.0041
8,3380,0.0001,3.1008
8,3390,0.0001,3.0351
8,3400,0.0001,3.0453
8,3410,0.0001,3.3764
8,3420,0.0001,3.2317
8,3430,0.0001,3.1022
8,3440,0.0001,3.0975
8,3450,0.0001,3.141
8,3460,0.0001,3.2046
8,3470,0.0001,3.2385
8,3480,0.0001,3.2237
8,3490,0.0001,3.0575
8,3500,0.0001,3.0943
8,3510,0.0001,2.9506
8,3520,0.0001,3.1353
8,3530,0.0001,2.8714
8,3540,0.0001,3.0172
8,3550,0.0001,2.8937
8,3560,0.0001,3.0991
8,3570,0.0001,3.3129
8,3580,0.0001,3.1316
8,3590,0.0001,3.39
9,3600,0.0001,3.1858
9,3610,0.0001,3.1134
9,3620,0.0001,2.8878
9,3630,0.0001,2.9848
9,3640,0.0001,3.0285
9,3650,0.0001,2.9375
9,3660,0.0001,3.0008
9,3670,0.0001,3.0156
9,3680,0.0001,3.1699
9,3690,0.0001,2.9923
9,3700,0.0001,3.1363
9,3710,0.0001,3.0483
9,3720,0.0001,2.8252
9,3730,0.0001,3.1066
9,3740,0.0001,3.2494
9,3750,0.0001,3.0423
9,3760,0.0001,2.9916
9,3770,0.0001,3.0896
9,3780,0.0001,2.988
9,3790,0.0001,3.0463
9,3800,0.0001,3.1791
9,3810,0.0001,2.9496
9,3820,0.0001,2.9486
9,3830,0.0001,2.9454
9,3840,0.0001,3.2046
9,3850,0.0001,3.0434
9,3860,0.0001,2.9197
9,3870,0.0001,3.0288
9,3880,0.0001,3.0719
9,3890,0.0001,3.0081
9,3900,0.0001,2.9012
9,3910,0.0001,2.906
9,3920,0.0001,3.1349
9,3930,0.0001,3.0331
9,3940,0.0001,3.0455
9,3950,0.0001,2.8229
9,3960,0.0001,2.6896
9,3970,0.0001,3.0129
9,3980,0.0001,2.9224
9,3990,0.0001,2.8562
10,4000,0.0001,3.0747
10,4010,0.0001,3
10,4020,0.0001,2.9336
10,4030,0.0001,3.0522
10,4040,0.0001,2.8643
10,4050,0.0001,2.8801
10,4060,0.0001,2.7644
10,4070,0.0001,2.8269
10,4080,0.0001,2.9026
10,4090,0.0001,2.9451
10,4100,0.0001,3.0679
10,4110,0.0001,3.0297
10,4120,0.0001,3.0689
10,4130,0.0001,2.8763
10,4140,0.0001,3.3843
10,4150,0.0001,2.8981
10,4160,0.0001,2.8895
10,4170,0.0001,3.1177
10,4180,0.0001,2.9448
10,4190,0.0001,2.9642
10,4200,0.0001,3.018
10,4210,0.0001,3.2924
10,4220,0.0001,2.934
10,4230,0.0001,3.0829
10,4240,0.0001,3.0042
10,4250,0.0001,3.0277
10,4260,0.0001,3.1151
10,4270,0.0001,2.8133
10,4280,0.0001,3.1736
10,4290,0.0001,3.3443
10,4300,0.0001,2.9689
10,4310,0.0001,3.0803
10,4320,0.0001,2.9015
10,4330,0.0001,2.8526
10,4340,0.0001,2.7766
10,4350,0.0001,3.0071
10,4360,0.0001,3.1057
10,4370,0.0001,2.9292
10,4380,0.0001,2.7919
10,4390,0.0001,2.9884
11,4400,0.0001,2.8936
11,4410,0.0001,2.9481
11,4420,0.0001,3.0577
11,4430,0.0001,2.9594
11,4440,0.0001,3.1617
11,4450,0.0001,3.2554
11,4460,0.0001,3.0179
11,4470,0.0001,2.9638
11,4480,0.0001,2.8684
11,4490,0.0001,2.8399
11,4500,0.0001,2.6801
11,4510,0.0001,2.8479
11,4520,0.0001,3.0326
11,4530,0.0001,3.019
11,4540,0.0001,3.1125
11,4550,0.0001,2.8835
11,4560,0.0001,2.8341
11,4570,0.0001,2.7835
11,4580,0.0001,2.8384
11,4590,0.0001,2.9662
11,4600,0.0001,3.0642
11,4610,0.0001,3.022
11,4620,0.0001,2.9003
11,4630,0.0001,2.8458
11,4640,0.0001,3.0192
11,4650,0.0001,2.9817
11,4660,0.0001,2.9658
11,4670,0.0001,3.1746
11,4680,0.0001,2.8286
11,4690,0.0001,2.789
11,4700,0.0001,3.1435
11,4710,0.0001,2.8055
11,4720,0.0001,2.8318
11,4730,0.0001,2.9933
11,4740,0.0001,3.2378
11,4750,0.0001,2.8914
11,4760,0.0001,3.0012
11,4770,0.0001,3.1564
11,4780,0.0001,3.0236
11,4790,0.0001,3.2705
12,4800,0.0001,2.8925
12,4810,0.0001,2.9814
12,4820,0.0001,2.9446
12,4830,0.0001,2.8928
12,4840,0.0001,3.0858
12,4850,0.0001,2.8705
12,4860,0.0001,3.0765
12,4870,0.0001,2.8332
12,4880,0.0001,2.7246
12,4890,0.0001,2.6417
12,4900,0.0001,2.8559
12,4910,0.0001,2.8657
12,4920,0.0001,2.8388
12,4930,0.0001,2.7753
12,4940,0.0001,3.0232
12,4950,0.0001,2.959
12,4960,0.0001,2.9487
12,4970,0.0001,3.1771
12,4980,0.0001,2.9753
12,4990,0.0001,3.0003
12,5000,0.0001,2.9527
12,5010,0.0001,2.91
12,5020,0.0001,2.9382
12,5030,0.0001,2.9384
12,5040,0.0001,3.1039
12,5050,0.0001,3.1132
12,5060,0.0001,3.2978
12,5070,0.0001,3.1307
12,5080,0.0001,2.7276
12,5090,0.0001,3.4229
12,5100,0.0001,2.8382
12,5110,0.0001,2.914
12,5120,0.0001,2.7422
12,5130,0.0001,2.8953
12,5140,0.0001,2.6807
12,5150,0.0001,3.1112
12,5160,0.0001,2.8566
12,5170,0.0001,2.9171
12,5180,0.0001,2.9144
12,5190,0.0001,3.1107
13,5200,0.0001,2.7749
13,5210,0.0001,2.8234
13,5220,0.0001,2.8284
13,5230,0.0001,2.6911
13,5240,0.0001,2.651
13,5250,0.0001,2.8833
13,5260,0.0001,2.7736
13,5270,0.0001,3.0034
13,5280,0.0001,2.8146
13,5290,0.0001,2.8671
13,5300,0.0001,2.8892
13,5310,0.0001,2.982
13,5320,0.0001,2.8966
13,5330,0.0001,3.0808
13,5340,0.0001,2.8722
13,5350,0.0001,2.8094
13,5360,0.0001,3.0663
13,5370,0.0001,2.9745
13,5380,0.0001,2.9448
13,5390,0.0001,2.9854
13,5400,0.0001,2.7652
13,5410,0.0001,3.0209
13,5420,0.0001,3.1002
13,5430,0.0001,2.8578
13,5440,0.0001,2.8446
13,5450,0.0001,2.7119
13,5460,0.0001,2.6928
13,5470,0.0001,3.0153
13,5480,0.0001,2.9355
13,5490,0.0001,2.9256
13,5500,0.0001,3.0273
13,5510,0.0001,2.9968
13,5520,0.0001,2.8895
13,5530,0.0001,2.9898
13,5540,0.0001,2.9375
13,5550,0.0001,2.97
13,5560,0.0001,2.8197
13,5570,0.0001,2.7861
13,5580,0.0001,2.9713
13,5590,0.0001,2.7765
14,5600,0.0001,2.7813
14,5610,0.0001,2.9685
14,5620,0.0001,2.7749
14,5630,0.0001,2.7421
14,5640,0.0001,2.7891
14,5650,0.0001,2.8364
14,5660,0.0001,2.8371
14,5670,0.0001,2.883
14,5680,0.0001,2.8154
14,5690,0.0001,3.0241
14,5700,0.0001,2.8358
14,5710,0.0001,2.7117
14,5720,0.0001,3.0432
14,5730,0.0001,2.7922
14,5740,0.0001,2.849
14,5750,0.0001,2.7462
14,5760,0.0001,3.2693
14,5770,0.0001,2.8805
14,5780,0.0001,2.9727
14,5790,0.0001,2.9225
14,5800,0.0001,3.0197
14,5810,0.0001,2.9739
14,5820,0.0001,3.032
14,5830,0.0001,3.2109
14,5840,0.0001,2.7566
14,5850,0.0001,2.7511
14,5860,0.0001,2.6885
14,5870,0.0001,2.9667
14,5880,0.0001,2.8658
14,5890,0.0001,2.8992
14,5900,0.0001,2.9029
14,5910,0.0001,3.0663
14,5920,0.0001,2.8534
14,5930,0.0001,2.9807
14,5940,0.0001,2.7259
14,5950,0.0001,2.9456
14,5960,0.0001,2.7204
14,5970,0.0001,2.8088
14,5980,0.0001,2.6666
14,5990,0.0001,2.8913
15,6000,0.0001,2.8257
15,6010,0.0001,2.9056
15,6020,0.0001,2.8381
15,6030,0.0001,3.0291
15,6040,0.0001,3.2322
15,6050,0.0001,2.8631
15,6060,0.0001,2.8075
15,6070,0.0001,2.821
15,6080,0.0001,2.8693
15,6090,0.0001,3.1631
15,6100,0.0001,2.7612
15,6110,0.0001,2.8277
15,6120,0.0001,2.9728
15,6130,0.0001,2.8867
15,6140,0.0001,2.7989
15,6150,0.0001,2.7543
15,6160,0.0001,3.0151
15,6170,0.0001,2.8229
15,6180,0.0001,2.8383
15,6190,0.0001,2.7824
15,6200,0.0001,2.8159
15,6210,0.0001,2.9456
15,6220,0.0001,2.8424
15,6230,0.0001,2.8415
15,6240,0.0001,2.7464
15,6250,0.0001,3.0935
15,6260,0.0001,2.9105
15,6270,0.0001,2.8309
15,6280,0.0001,2.8376
15,6290,0.0001,2.7677
15,6300,0.0001,2.8315
15,6310,0.0001,2.7519
15,6320,0.0001,2.9226
15,6330,0.0001,2.6791
15,6340,0.0001,2.9749
15,6350,0.0001,2.989
15,6360,0.0001,3.0524
15,6370,0.0001,2.8213
15,6380,0.0001,2.8489
15,6390,0.0001,2.9176
16,6400,0.0001,2.9627
16,6410,0.0001,2.8801
16,6420,0.0001,2.8993
16,6430,0.0001,2.6627
16,6440,0.0001,2.87
16,6450,0.0001,2.7625
16,6460,0.0001,2.7698
16,6470,0.0001,2.7286
16,6480,0.0001,2.8276
16,6490,0.0001,2.7538
16,6500,0.0001,2.7533
16,6510,0.0001,2.7445
16,6520,0.0001,2.6558
16,6530,0.0001,2.7256
16,6540,0.0001,2.7881
16,6550,0.0001,2.6947
16,6560,0.0001,2.7725
16,6570,0.0001,2.6281
16,6580,0.0001,2.7262
16,6590,0.0001,3.0359
16,6600,0.0001,2.7896
16,6610,0.0001,2.8786
16,6620,0.0001,2.8713
16,6630,0.0001,2.8598
16,6640,0.0001,2.7272
16,6650,0.0001,2.9178
16,6660,0.0001,2.808
16,6670,0.0001,2.7428
16,6680,0.0001,2.9954
16,6690,0.0001,2.6527
16,6700,0.0001,3.0339
16,6710,0.0001,2.8575
16,6720,0.0001,2.9345
16,6730,0.0001,2.7159
16,6740,0.0001,2.903
16,6750,0.0001,2.8
16,6760,0.0001,2.8761
16,6770,0.0001,2.9381
16,6780,0.0001,2.8214
16,6790,0.0001,2.9307
17,6800,0.0001,2.834
17,6810,0.0001,3.0798
17,6820,0.0001,3.3017
17,6830,0.0001,2.8711
17,6840,0.0001,2.9624
17,6850,0.0001,2.928
17,6860,0.0001,2.9649
17,6870,0.0001,3.1978
17,6880,0.0001,2.7444
17,6890,0.0001,2.6827
17,6900,0.0001,2.8058
17,6910,0.0001,2.9277
17,6920,0.0001,2.8554
17,6930,0.0001,2.665
17,6940,0.0001,2.7287
17,6950,0.0001,2.6602
17,6960,0.0001,2.7084
17,6970,0.0001,2.7511
17,6980,0.0001,2.7307
17,6990,0.0001,2.7774
17,7000,0.0001,3.0314
17,7010,0.0001,3.081
17,7020,0.0001,3.0637
17,7030,0.0001,2.8767
17,7040,0.0001,2.8068
17,7050,0.0001,2.7497
17,7060,0.0001,2.6292
17,7070,0.0001,2.9123
17,7080,0.0001,2.9222
17,7090,0.0001,2.6374
17,7100,0.0001,2.7614
17,7110,0.0001,2.9159
17,7120,0.0001,2.7866
17,7130,0.0001,2.83
17,7140,0.0001,2.7207
17,7150,0.0001,3.0203
17,7160,0.0001,2.8482
17,7170,0.0001,2.7571
17,7180,0.0001,2.7545
17,7190,0.0001,3.012
18,7200,0.0001,2.9327
18,7210,0.0001,2.8966
18,7220,0.0001,2.6995
18,7230,0.0001,2.8645
18,7240,0.0001,2.7237
18,7250,0.0001,2.8264
18,7260,0.0001,2.6235
18,7270,0.0001,2.5454
18,7280,0.0001,2.6643
18,7290,0.0001,2.8691
18,7300,0.0001,2.7975
18,7310,0.0001,2.75
18,7320,0.0001,2.918
18,7330,0.0001,2.7839
18,7340,0.0001,2.8315
18,7350,0.0001,2.6358
18,7360,0.0001,2.7529
18,7370,0.0001,2.7777
18,7380,0.0001,2.7244
18,7390,0.0001,3.3029
18,7400,0.0001,3.1149
18,7410,0.0001,2.8955
18,7420,0.0001,2.7697
18,7430,0.0001,2.7157
18,7440,0.0001,2.9691
18,7450,0.0001,2.7613
18,7460,0.0001,2.8259
18,7470,0.0001,2.6126
18,7480,0.0001,2.6779
18,7490,0.0001,2.6563
18,7500,0.0001,2.6288
18,7510,0.0001,2.67
18,7520,0.0001,2.6634
18,7530,0.0001,3.0545
18,7540,0.0001,2.8504
18,7550,0.0001,2.7557
18,7560,0.0001,2.6325
18,7570,0.0001,3.32
18,7580,0.0001,2.7423
18,7590,0.0001,2.5781
19,7600,0.0001,3.136
19,7610,0.0001,2.6691
19,7620,0.0001,2.6314
19,7630,0.0001,2.6716
19,7640,0.0001,2.8778
19,7650,0.0001,2.8476
19,7660,0.0001,2.7807
19,7670,0.0001,2.7924
19,7680,0.0001,2.822
19,7690,0.0001,3.0233
19,7700,0.0001,2.7904
19,7710,0.0001,3.036
19,7720,0.0001,2.739
19,7730,0.0001,2.8003
19,7740,0.0001,2.7659
19,7750,0.0001,2.6125
19,7760,0.0001,2.746
19,7770,0.0001,2.8642
19,7780,0.0001,2.6522
19,7790,0.0001,2.711
19,7800,0.0001,2.842
19,7810,0.0001,2.8189
19,7820,0.0001,2.7321
19,7830,0.0001,2.8511
19,7840,0.0001,2.7529
19,7850,0.0001,2.8567
19,7860,0.0001,2.9512
19,7870,0.0001,3.0383
19,7880,0.0001,2.9805
19,7890,0.0001,3.0884
19,7900,0.0001,2.8206
19,7910,0.0001,2.7162
19,7920,0.0001,2.7421
19,7930,0.0001,3.0197
19,7940,0.0001,2.8132
19,7950,0.0001,2.6766
19,7960,0.0001,3.0157
19,7970,0.0001,2.9096
19,7980,0.0001,2.7203
19,7990,0.0001,2.8529
20,8000,0.0001,2.6896
20,8010,0.0001,2.6262
20,8020,0.0001,2.7774
20,8030,0.0001,2.9643
20,8040,0.0001,2.7361
20,8050,0.0001,2.5479
20,8060,0.0001,3.0462
20,8070,0.0001,2.7305
20,8080,0.0001,2.7984
20,8090,0.0001,2.8533
20,8100,0.0001,3.3067
20,8110,0.0001,3.0247
20,8120,0.0001,2.9344
20,8130,0.0001,2.8434
20,8140,0.0001,2.9483
20,8150,0.0001,2.7985
20,8160,0.0001,2.8371
20,8170,0.0001,2.7021
20,8180,0.0001,2.8794
20,8190,0.0001,2.7311
20,8200,0.0001,2.725
20,8210,0.0001,2.9722
20,8220,0.0001,2.8005
20,8230,0.0001,2.7558
20,8240,0.0001,2.8901
20,8250,0.0001,2.8863
20,8260,0.0001,2.8718
20,8270,0.0001,2.7923
20,8280,0.0001,2.6692
20,8290,0.0001,2.6795
20,8300,0.0001,2.6937
20,8310,0.0001,2.6011
20,8320,0.0001,2.8664
20,8330,0.0001,2.7567
20,8340,0.0001,2.5015
20,8350,0.0001,2.6324
20,8360,0.0001,2.7186
20,8370,0.0001,2.6647
20,8380,0.0001,2.7391
20,8390,0.0001,2.8971
21,8400,0.0001,3.0163
21,8410,0.0001,2.6948
21,8420,0.0001,2.6137
21,8430,0.0001,2.7392
21,8440,0.0001,2.8691
21,8450,0.0001,2.6841
21,8460,0.0001,2.9083
21,8470,0.0001,2.7859
21,8480,0.0001,2.7935
21,8490,0.0001,2.8262
21,8500,0.0001,2.7381
21,8510,0.0001,2.7928
21,8520,0.0001,2.6997
21,8530,0.0001,2.7815
21,8540,0.0001,2.8456
21,8550,0.0001,2.7824
21,8560,0.0001,2.8204
21,8570,0.0001,2.4974
21,8580,0.0001,2.6552
21,8590,0.0001,2.828
21,8600,0.0001,2.8926
21,8610,0.0001,2.8611
21,8620,0.0001,2.6818
21,8630,0.0001,2.8311
21,8640,0.0001,2.6657
21,8650,0.0001,3.006
21,8660,0.0001,2.7708
21,8670,0.0001,2.786
21,8680,0.0001,2.622
21,8690,0.0001,2.6936
21,8700,0.0001,2.83
21,8710,0.0001,2.9488
21,8720,0.0001,2.7971
21,8730,0.0001,2.7484
21,8740,0.0001,2.9168
21,8750,0.0001,2.689
21,8760,0.0001,2.8887
21,8770,0.0001,2.8174
21,8780,0.0001,2.6554
21,8790,0.0001,2.5884
22,8800,0.0001,2.8041
22,8810,0.0001,2.8264
22,8820,0.0001,2.5547
22,8830,0.0001,2.6529
22,8840,0.0001,2.8383
22,8850,0.0001,2.7978
22,8860,0.0001,2.8098
22,8870,0.0001,3.0366
22,8880,0.0001,2.8803
22,8890,0.0001,2.8082
22,8900,0.0001,2.6319
22,8910,0.0001,2.6409
22,8920,0.0001,2.8341
22,8930,0.0001,2.6405
22,8940,0.0001,2.9656
22,8950,0.0001,2.7284
22,8960,0.0001,3.024
22,8970,0.0001,2.9302
22,8980,0.0001,2.8937
22,8990,0.0001,2.623
22,9000,0.0001,2.825
22,9010,0.0001,2.7698
22,9020,0.0001,2.742
22,9030,0.0001,2.9078
22,9040,0.0001,2.681
22,9050,0.0001,2.7113
22,9060,0.0001,2.6826
22,9070,0.0001,2.8153
22,9080,0.0001,3.0135
22,9090,0.0001,2.6387
22,9100,0.0001,2.6123
22,9110,0.0001,2.8354
22,9120,0.0001,2.6754
22,9130,0.0001,2.7371
22,9140,0.0001,2.7154
22,9150,0.0001,3.5555
22,9160,0.0001,2.871
22,9170,0.0001,3.0364
22,9180,0.0001,3.2909
22,9190,0.0001,2.9931
23,9200,0.0001,2.8728
23,9210,0.0001,2.7547
23,9220,0.0001,2.7384
23,9230,0.0001,2.6652
23,9240,0.0001,2.8359
23,9250,0.0001,2.9228
23,9260,0.0001,2.783
23,9270,0.0001,2.6731
23,9280,0.0001,2.7431
23,9290,0.0001,2.6393
23,9300,0.0001,2.6115
23,9310,0.0001,2.7784
23,9320,0.0001,2.7837
23,9330,0.0001,2.6802
23,9340,0.0001,2.5179
23,9350,0.0001,2.7237
23,9360,0.0001,2.8654
23,9370,0.0001,3.1103
23,9380,0.0001,2.6908
23,9390,0.0001,2.5965
23,9400,0.0001,2.6782
23,9410,0.0001,2.8256
23,9420,0.0001,2.7795
